SALESORDERID,SALESORDERITEM,PRODUCTID,NOTEID,CURRENCY,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,ITEMATPSTATUS,OPITEMPOS,QUANTITY,QUANTITYUNIT,DELIVERYDATE
0500000214,0000000030,EB-1134,,USD,4800.00,4200.00,600.00,I,,8.000,EA,2018-12-22
0500000429,0000000060,EB-1137,,USD,7900.00,6912.50,987.50,I,,2.000,EA,2019-12-16
0500000279,0000000010,BX-1013,,USD,449.00,392.87,56.13,I,,1.000,EA,2019-04-18
0500000465,0000000010,MB-1033,,USD,3999.00,3499.13,499.87,I,,7.000,EA,2020-02-10
0500000014,0000000020,CC-1021,,USD,1144.00,1001.00,143.00,I,,10.000,EA,2018-04-02
0500000410,0000000010,RC-1054,,USD,5499.00,4811.63,687.37,I,,10.000,EA,2019-11-07
0500000389,0000000010,BX-1013,,USD,449.00,392.87,56.13,I,,9.000,EA,2019-09-23
0500000057,0000000010,EB-1132,,USD,1900.00,1662.50,237.50,I,,10.000,EA,2018-05-25
0500000127,0000000020,MB-1034,,USD,2499.00,2186.63,312.37,I,,6.000,EA,2018-08-14
0500000261,0000000040,RC-1055,,USD,1999.00,1749.13,249.87,I,,5.000,EA,2019-03-14
0500000198,0000000030,DB-1081,,USD,1499.00,1311.63,187.37,I,,3.000,EA,2018-12-20
0500000005,0000000040,RC-1056,,USD,2499.00,2186.63,312.37,I,,8.000,EA,2018-02-19
0500000033,0000000070,EB-1137,,USD,7900.00,6912.50,987.50,I,,5.000,EA,2018-04-18
0500000348,0000000010,CB-1163,,USD,288.00,252.00,36.00,I,,4.000,EA,2019-08-09
0500000138,0000000020,RO-1001,,USD,525.00,459.37,65.62,I,,9.000,EA,2018-09-20
0500000182,0000000040,MB-1033,,USD,3999.00,3499.13,499.87,I,,3.000,EA,2018-11-19
0500000093,0000000030,MB-1032,,USD,1299.00,1136.63,162.37,I,,4.000,EA,2018-06-28
0500000224,0000000060,EB-1135,,USD,3000.00,2625.00,375.00,I,,1.000,EA,2019-01-21
0500000283,0000000050,EB-1137,,USD,7900.00,6912.50,987.50,I,,10.000,EA,2019-05-03
0500000100,0000000030,BX-1013,,USD,449.00,392.87,56.13,I,,1.000,EA,2018-07-23
0500000450,0000000020,EB-1134,,USD,4800.00,4200.00,600.00,I,,2.000,EA,2020-01-22
0500000326,0000000010,EB-1135,,USD,3000.00,2625.00,375.00,I,,5.000,EA,2019-07-21
0500000315,0000000010,BX-1014,,USD,799.00,699.12,99.87,I,,10.000,EA,2999-12-12
0500000439,0000000070,EB-1131,,USD,1500.00,1312.50,187.50,I,,9.000,EA,2019-12-27
0500000041,0000000020,MB-1031,,USD,649.00,567.87,81.12,I,,5.000,EA,2018-05-05
0500000236,0000000030,CB-1161,,USD,399.00,349.12,49.88,I,,2.000,EA,2019-02-01
0500000344,0000000040,DB-1082,,USD,1250.00,1093.75,156.25,I,,10.000,EA,2019-07-14
0500000267,0000000100,HB-1173,,USD,649.00,567.87,81.12,I,,6.000,EA,2019-04-16
0500000237,0000000020,RO-1002,,USD,689.00,602.87,86.12,I,,2.000,EA,2019-02-01
0500000362,0000000040,DB-1083,,USD,1199.00,1049.13,149.87,I,,9.000,EA,2019-09-04
0500000447,0000000030,BX-1011,,USD,249.00,217.87,31.12,I,,5.000,EA,2020-01-20
0500000070,0000000060,RC-1057,,USD,4999.00,4374.13,624.87,I,,1.000,EA,2018-05-30
0500000392,0000000050,CC-1023,,USD,1361.00,1190.88,170.12,I,,5.000,EA,2019-10-15
0500000173,0000000010,MB-1034,,USD,2499.00,2186.63,312.37,I,,3.000,EA,2018-11-22
0500000416,0000000020,BX-1015,,USD,299.00,261.62,37.38,I,,7.000,EA,2019-12-04
0500000435,0000000060,RC-1054,,USD,5499.00,4811.63,687.37,I,,6.000,EA,2020-01-06
0500000089,0000000100,MB-1033,,USD,3999.00,3499.13,499.87,I,,10.000,EA,2018-06-24
0500000080,0000000010,CB-1163,,USD,288.00,252.00,36.00,I,,4.000,EA,2018-07-07
0500000178,0000000030,BX-1013,,USD,449.00,392.87,56.13,I,,2.000,EA,2018-11-07
0500000150,0000000010,CB-1162,,USD,400.00,350.00,50.00,I,,7.000,EA,2018-09-18
0500000294,0000000010,RC-1053,,USD,4599.00,4024.13,574.87,I,,4.000,EA,2019-05-28
0500000049,0000000010,RC-1055,,USD,1999.00,1749.13,249.87,I,,3.000,EA,2018-05-01
0500000353,0000000090,RC-1054,,USD,5499.00,4811.63,687.37,I,,2.000,EA,2019-07-31
0500000367,0000000030,DB-1082,,USD,1250.00,1093.75,156.25,I,,3.000,EA,2019-08-23
0500000401,0000000050,HB-1175,,USD,899.00,786.62,112.37,I,,6.000,EA,2019-10-21
0500000128,0000000010,RC-1055,,USD,1999.00,1749.13,249.87,I,,1.000,EA,2018-08-28
0500000157,0000000050,HB-1176,,USD,1199.00,1049.13,149.87,I,,9.000,EA,2018-10-28
0500000279,0000000020,BX-1014,,USD,799.00,699.12,99.87,I,,7.000,EA,2019-04-18
0500000054,0000000010,MB-1034,,USD,2499.00,2186.63,312.37,I,,6.000,EA,2018-05-17
0500000326,0000000020,EB-1135,,USD,3000.00,2625.00,375.00,I,,3.000,EA,2019-07-21
0500000301,0000000030,CB-1163,,USD,288.00,252.00,36.00,I,,8.000,EA,2019-05-14
0500000383,0000000040,MB-1032,,USD,1299.00,1136.63,162.37,I,,5.000,EA,2019-09-16
0500000459,0000000040,MB-1032,,USD,1299.00,1136.63,162.37,I,,4.000,EA,2020-02-21
0500000318,0000000020,MB-1031,,USD,649.00,567.87,81.12,I,,7.000,EA,2019-06-24
0500000304,0000000060,RC-1051,,USD,2499.00,2186.63,312.37,I,,3.000,EA,2019-06-12
0500000236,0000000040,BX-1016,,USD,319.00,279.12,39.88,I,,3.000,EA,2019-02-01
0500000051,0000000090,BX-1016,,USD,319.00,279.12,39.88,I,,7.000,EA,2018-05-16
0500000095,0000000020,CB-1163,,USD,288.00,252.00,36.00,I,,2.000,EA,2018-07-22
0500000268,0000000010,MB-1034,,USD,2499.00,2186.63,312.37,I,,4.000,EA,2019-04-10
0500000115,0000000020,BX-1013,,USD,449.00,392.87,56.13,I,,3.000,EA,2018-08-12
0500000398,0000000050,HB-1171,,USD,699.00,611.62,87.37,I,,6.000,EA,2019-10-23
0500000337,0000000010,MB-1034,,USD,2499.00,2186.63,312.37,I,,1.000,EA,2019-07-06
0500000410,0000000020,RC-1054,,USD,5499.00,4811.63,687.37,I,,7.000,EA,2019-11-07
0500000465,0000000020,BX-1014,,USD,799.00,699.12,99.87,I,,5.000,EA,2020-02-10
0500000355,0000000100,RC-1055,,USD,1999.00,1749.13,249.87,I,,1.000,EA,2019-08-16
0500000224,0000000070,EB-1132,,USD,1900.00,1662.50,237.50,I,,6.000,EA,2019-01-21
0500000289,0000000040,BX-1015,,USD,299.00,261.62,37.38,I,,6.000,EA,2019-05-15
0500000090,0000000010,RC-1056,,USD,2499.00,2186.63,312.37,I,,7.000,EA,2018-07-15
0500000261,0000000050,EB-1137,,USD,7900.00,6912.50,987.50,I,,3.000,EA,2019-03-14
0500000243,0000000010,RO-1003,,USD,721.00,630.87,90.12,I,,6.000,EA,2019-02-05
0500000247,0000000090,EB-1133,,USD,2250.00,1968.75,281.25,I,,3.000,EA,2019-03-13
0500000429,0000000070,CC-1022,,USD,1200.00,1050.00,150.00,I,,3.000,EA,2019-12-16
0500000450,0000000030,RO-1003,,USD,721.00,630.87,90.12,I,,4.000,EA,2020-01-22
0500000182,0000000050,RC-1052,,USD,3999.00,3499.13,499.87,I,,5.000,EA,2018-11-19
0500000033,0000000080,HB-1173,,USD,649.00,567.87,81.12,I,,7.000,EA,2018-04-18
0500000128,0000000020,MB-1031,,USD,649.00,567.87,81.12,I,,3.000,EA,2018-08-28
0500000214,0000000040,DB-1083,,USD,1199.00,1049.13,149.87,I,,8.000,EA,2018-12-22
0500000138,0000000030,BX-1013,,USD,449.00,392.87,56.13,I,,4.000,EA,2018-09-20
0500000194,0000000010,DB-1082,,USD,1250.00,1093.75,156.25,I,,1.000,EA,2018-12-19
0500000190,0000000060,RC-1057,,USD,4999.00,4374.13,624.87,I,,3.000,EA,2018-12-14
0500000173,0000000020,CC-1021,,USD,1144.00,1001.00,143.00,I,,10.000,EA,2018-11-22
0500000315,0000000020,RC-1055,,USD,1999.00,1749.13,249.87,I,,10.000,EA,2999-12-12
0500000067,0000000030,CC-1023,,USD,1361.00,1190.88,170.12,I,,10.000,EA,2018-05-21
0500000080,0000000020,EB-1136,,USD,5000.00,4375.00,625.00,I,,4.000,EA,2018-07-07
0500000170,0000000050,EB-1135,,USD,3000.00,2625.00,375.00,I,,4.000,EA,2018-10-27
0500000326,0000000030,BX-1013,,USD,449.00,392.87,56.13,I,,3.000,EA,2019-07-21
0500000162,0000000030,BX-1013,,USD,449.00,392.87,56.13,I,,9.000,EA,2018-10-08
0500000236,0000000050,HB-1172,,USD,799.00,699.12,99.87,I,,6.000,EA,2019-02-01
0500000010,0000000050,RC-1057,,USD,4999.00,4374.13,624.87,I,,5.000,EA,2018-03-11
0500000005,0000000050,RC-1056,,USD,2499.00,2186.63,312.37,I,,2.000,EA,2018-02-19
0500000111,0000000060,DB-1081,,USD,1499.00,1311.63,187.37,I,,6.000,EA,2018-08-21
0500000103,0000000040,EB-1131,,USD,1500.00,1312.50,187.50,I,,7.000,EA,2018-07-15
0500000224,0000000080,RC-1055,,USD,1999.00,1749.13,249.87,I,,9.000,EA,2019-01-21
0500000070,0000000070,BX-1013,,USD,449.00,392.87,56.13,I,,3.000,EA,2018-05-30
0500000025,0000000040,CB-1163,,USD,288.00,252.00,36.00,I,,2.000,EA,2018-04-03
0500000362,0000000050,BX-1014,,USD,799.00,699.12,99.87,I,,5.000,EA,2019-09-04
0500000280,0000000010,EB-1135,,USD,3000.00,2625.00,375.00,I,,2.000,EA,2019-04-19
0500000014,0000000030,RC-1052,,USD,3999.00,3499.13,499.87,I,,4.000,EA,2018-04-02
0500000283,0000000060,HB-1173,,USD,649.00,567.87,81.12,I,,4.000,EA,2019-05-03
0500000389,0000000020,RC-1056,,USD,2499.00,2186.63,312.37,I,,10.000,EA,2019-09-23
0500000401,0000000060,CB-1162,,USD,400.00,350.00,50.00,I,,9.000,EA,2019-10-21
0500000259,0000000010,BX-1015,,USD,299.00,261.62,37.38,I,,4.000,EA,2019-03-06
0500000268,0000000020,RO-1002,,USD,689.00,602.87,86.12,I,,5.000,EA,2019-04-10
0500000326,0000000040,EB-1137,,USD,7900.00,6912.50,987.50,I,,5.000,EA,2019-07-21
0500000447,0000000040,BX-1016,,USD,319.00,279.12,39.88,I,,9.000,EA,2020-01-20
0500000108,0000000040,CC-1022,,USD,1200.00,1050.00,150.00,I,,7.000,EA,2018-08-13
0500000090,0000000020,DB-1081,,USD,1499.00,1311.63,187.37,I,,7.000,EA,2018-07-15
0500000348,0000000020,BX-1015,,USD,299.00,261.62,37.38,I,,6.000,EA,2019-08-09
0500000150,0000000020,DB-1082,,USD,1250.00,1093.75,156.25,I,,10.000,EA,2018-09-18
0500000209,0000000020,RC-1051,,USD,2499.00,2186.63,312.37,I,,5.000,EA,2019-01-09
0500000080,0000000030,EB-1134,,USD,4800.00,4200.00,600.00,I,,6.000,EA,2018-07-07
0500000435,0000000070,MB-1033,,USD,3999.00,3499.13,499.87,I,,10.000,EA,2020-01-06
0500000304,0000000070,EB-1135,,USD,3000.00,2625.00,375.00,I,,1.000,EA,2019-06-12
0500000116,0000000010,DB-1082,,USD,1250.00,1093.75,156.25,I,,5.000,EA,2018-07-27
0500000197,0000000010,HB-1173,,USD,649.00,567.87,81.12,I,,5.000,EA,2018-12-07
0500000439,0000000080,MB-1034,,USD,2499.00,2186.63,312.37,I,,8.000,EA,2019-12-27
0500000063,0000000020,RC-1053,,USD,4599.00,4024.13,574.87,I,,9.000,EA,2018-06-15
0500000049,0000000030,RO-1002,,USD,689.00,602.87,86.12,I,,10.000,EA,2018-05-01
0500000139,0000000010,BX-1012,,USD,399.00,349.12,49.88,I,,2.000,EA,2018-09-25
0500000344,0000000050,RO-1003,,USD,721.00,630.87,90.12,I,,1.000,EA,2019-07-14
0500000248,0000000100,CB-1161,,USD,399.00,349.12,49.88,I,,3.000,EA,2019-02-23
0500000128,0000000030,EB-1134,,USD,4800.00,4200.00,600.00,I,,10.000,EA,2018-08-28
0500000261,0000000060,HB-1176,,USD,1199.00,1049.13,149.87,I,,3.000,EA,2019-03-14
0500000416,0000000030,CB-1163,,USD,288.00,252.00,36.00,I,,1.000,EA,2019-12-04
0500000301,0000000040,EB-1132,,USD,1900.00,1662.50,237.50,I,,8.000,EA,2019-05-14
0500000205,0000000010,RC-1052,,USD,3999.00,3499.13,499.87,I,,8.000,EA,2019-01-01
0500000090,0000000090,MB-1033,,USD,3999.00,3499.13,499.87,I,,1.000,EA,2018-07-15
0500000280,0000000020,BX-1011,,USD,249.00,217.87,31.12,I,,6.000,EA,2019-04-19
0500000059,0000000060,DB-1083,,USD,1199.00,1049.13,149.87,I,,3.000,EA,2018-05-22
0500000392,0000000060,RC-1056,,USD,2499.00,2186.63,312.37,I,,6.000,EA,2019-10-15
0500000367,0000000040,DB-1083,,USD,1199.00,1049.13,149.87,I,,9.000,EA,2019-08-23
0500000192,0000000070,HB-1172,,USD,799.00,699.12,99.87,I,,6.000,EA,2018-12-08
0500000214,0000000050,RC-1057,,USD,4999.00,4374.13,624.87,I,,4.000,EA,2018-12-22
0500000268,0000000030,BX-1013,,USD,449.00,392.87,56.13,I,,3.000,EA,2019-04-10
0500000353,0000000100,EB-1135,,USD,3000.00,2625.00,375.00,I,,7.000,EA,2019-07-31
0500000256,0000000010,HB-1171,,USD,699.00,611.62,87.37,I,,4.000,EA,2019-03-16
0500000236,0000000060,CC-1022,,USD,1200.00,1050.00,150.00,I,,9.000,EA,2019-02-01
0500000383,0000000050,HB-1174,,USD,379.00,331.62,47.38,I,,4.000,EA,2019-09-16
0500000028,0000000050,HB-1173,,USD,649.00,567.87,81.12,I,,2.000,EA,2018-03-27
0500000070,0000000080,HB-1173,,USD,649.00,567.87,81.12,I,,3.000,EA,2018-05-30
0500000318,0000000030,CC-1023,,USD,1361.00,1190.88,170.12,I,,9.000,EA,2019-06-24
0500000225,0000000010,MB-1032,,USD,1299.00,1136.63,162.37,I,,9.000,EA,2019-02-09
0500000240,0000000040,HB-1176,,USD,1199.00,1049.13,149.87,I,,2.000,EA,2019-02-01
0500000294,0000000020,BX-1015,,USD,299.00,261.62,37.38,I,,4.000,EA,2019-05-28
0500000398,0000000060,HB-1176,,USD,1199.00,1049.13,149.87,I,,1.000,EA,2019-10-23
0500000179,0000000010,DB-1083,,USD,1199.00,1049.13,149.87,I,,5.000,EA,2018-11-24
0500000337,0000000020,BX-1011,,USD,249.00,217.87,31.12,I,,1.000,EA,2019-07-06
0500000139,0000000020,CB-1162,,USD,400.00,350.00,50.00,I,,3.000,EA,2018-09-25
0500000465,0000000030,MB-1033,,USD,3999.00,3499.13,499.87,I,,2.000,EA,2020-02-10
0500000080,0000000040,RC-1052,,USD,3999.00,3499.13,499.87,I,,10.000,EA,2018-07-07
0500000198,0000000040,HB-1172,,USD,799.00,699.12,99.87,I,,7.000,EA,2018-12-20
0500000326,0000000050,HB-1176,,USD,1199.00,1049.13,149.87,I,,4.000,EA,2019-07-21
0500000158,0000000010,EB-1135,,USD,3000.00,2625.00,375.00,I,,6.000,EA,2018-10-10
0500000163,0000000010,HB-1171,,USD,699.00,611.62,87.37,I,,3.000,EA,2018-10-18
0500000057,0000000020,BX-1012,,USD,399.00,349.12,49.88,I,,5.000,EA,2018-05-25
0500000459,0000000050,EB-1135,,USD,3000.00,2625.00,375.00,I,,6.000,EA,2020-02-21
0500000430,0000000010,RC-1051,,USD,2499.00,2186.63,312.37,I,,9.000,EA,2019-12-21
0500000183,0000000010,EB-1137,,USD,7900.00,6912.50,987.50,I,,10.000,EA,2018-11-06
0500000090,0000000030,RC-1055,,USD,1999.00,1749.13,249.87,I,,1.000,EA,2018-07-15
0500000128,0000000040,CC-1023,,USD,1361.00,1190.88,170.12,I,,4.000,EA,2018-08-28
0500000326,0000000060,EB-1136,,USD,5000.00,4375.00,625.00,I,,5.000,EA,2019-07-21
0500000290,0000000010,RO-1002,,USD,689.00,602.87,86.12,I,,5.000,EA,2019-05-17
0500000100,0000000040,EB-1132,,USD,1900.00,1662.50,237.50,I,,3.000,EA,2018-07-23
0500000410,0000000030,EB-1134,,USD,4800.00,4200.00,600.00,I,,8.000,EA,2019-11-07
0500000450,0000000040,RC-1052,,USD,3999.00,3499.13,499.87,I,,8.000,EA,2020-01-22
0500000014,0000000040,BX-1014,,USD,799.00,699.12,99.87,I,,2.000,EA,2018-04-02
0500000041,0000000030,EB-1132,,USD,1900.00,1662.50,237.50,I,,8.000,EA,2018-05-05
0500000237,0000000030,RO-1002,,USD,689.00,602.87,86.12,I,,8.000,EA,2019-02-01
0500000225,0000000020,CB-1162,,USD,400.00,350.00,50.00,I,,8.000,EA,2019-02-09
0500000214,0000000060,RC-1055,,USD,1999.00,1749.13,249.87,I,,7.000,EA,2018-12-22
0500000011,0000000010,RC-1053,,USD,4599.00,4024.13,574.87,I,,1.000,EA,2018-03-06
0500000173,0000000030,HB-1172,,USD,799.00,699.12,99.87,I,,6.000,EA,2018-11-22
0500000348,0000000030,BX-1013,,USD,449.00,392.87,56.13,I,,8.000,EA,2019-08-09
0500000033,0000000090,RO-1001,,USD,525.00,459.37,65.62,I,,7.000,EA,2018-04-18
0500000025,0000000050,RC-1052,,USD,3999.00,3499.13,499.87,I,,5.000,EA,2018-04-03
0500000416,0000000040,HB-1175,,USD,899.00,786.62,112.37,I,,4.000,EA,2019-12-04
0500000005,0000000060,EB-1132,,USD,1900.00,1662.50,237.50,I,,8.000,EA,2018-02-19
0500000269,0000000010,EB-1136,,USD,5000.00,4375.00,625.00,I,,10.000,EA,2019-04-02
0500000261,0000000070,RO-1002,,USD,689.00,602.87,86.12,I,,10.000,EA,2019-03-14
0500000236,0000000070,HB-1175,,USD,899.00,786.62,112.37,I,,6.000,EA,2019-02-01
0500000401,0000000070,EB-1133,,USD,2250.00,1968.75,281.25,I,,7.000,EA,2019-10-21
0500000439,0000000090,DB-1082,,USD,1250.00,1093.75,156.25,I,,8.000,EA,2019-12-27
0500000367,0000000050,HB-1171,,USD,699.00,611.62,87.37,I,,8.000,EA,2019-08-23
0500000389,0000000030,BX-1012,,USD,399.00,349.12,49.88,I,,6.000,EA,2019-09-23
0500000171,0000000010,RC-1052,,USD,3999.00,3499.13,499.87,I,,9.000,EA,2018-10-21
0500000315,0000000030,CB-1163,,USD,288.00,252.00,36.00,I,,1.000,EA,2999-12-12
0500000284,0000000010,RO-1002,,USD,689.00,602.87,86.12,I,,1.000,EA,2019-05-03
0500000128,0000000050,EB-1135,,USD,3000.00,2625.00,375.00,I,,5.000,EA,2018-08-28
0500000304,0000000080,EB-1135,,USD,3000.00,2625.00,375.00,I,,4.000,EA,2019-06-12
0500000280,0000000030,MB-1033,,USD,3999.00,3499.13,499.87,I,,3.000,EA,2019-04-19
0500000116,0000000020,MB-1033,,USD,3999.00,3499.13,499.87,I,,4.000,EA,2018-07-27
0500000392,0000000070,HB-1175,,USD,899.00,786.62,112.37,I,,10.000,EA,2019-10-15
0500000362,0000000060,HB-1175,,USD,899.00,786.62,112.37,I,,1.000,EA,2019-09-04
0500000070,0000000090,EB-1134,,USD,4800.00,4200.00,600.00,I,,5.000,EA,2018-05-30
0500000150,0000000030,EB-1137,,USD,7900.00,6912.50,987.50,I,,4.000,EA,2018-09-18
0500000093,0000000040,DB-1083,,USD,1199.00,1049.13,149.87,I,,6.000,EA,2018-06-28
0500000318,0000000040,HB-1172,,USD,799.00,699.12,99.87,I,,4.000,EA,2019-06-24
0500000356,0000000010,HB-1175,,USD,899.00,786.62,112.37,I,,2.000,EA,2019-08-07
0500000081,0000000010,BX-1011,,USD,249.00,217.87,31.12,I,,3.000,EA,2018-06-14
0500000294,0000000030,RC-1057,,USD,4999.00,4374.13,624.87,I,,2.000,EA,2019-05-28
0500000139,0000000030,DB-1083,,USD,1199.00,1049.13,149.87,I,,6.000,EA,2018-09-25
0500000447,0000000050,EB-1137,,USD,7900.00,6912.50,987.50,I,,1.000,EA,2020-01-20
0500000179,0000000020,DB-1083,,USD,1199.00,1049.13,149.87,I,,3.000,EA,2018-11-24
0500000326,0000000070,HB-1175,,USD,899.00,786.62,112.37,I,,2.000,EA,2019-07-21
0500000383,0000000060,MB-1034,,USD,2499.00,2186.63,312.37,I,,7.000,EA,2019-09-16
0500000435,0000000080,HB-1171,,USD,699.00,611.62,87.37,I,,8.000,EA,2020-01-06
0500000103,0000000050,HB-1175,,USD,899.00,786.62,112.37,I,,6.000,EA,2018-07-15
0500000466,0000000010,RC-1054,,USD,5499.00,4811.63,687.37,I,,2.000,EA,2020-02-14
0500000225,0000000030,BX-1013,,USD,449.00,392.87,56.13,I,,1.000,EA,2019-02-09
0500000054,0000000020,RC-1052,,USD,3999.00,3499.13,499.87,I,,1.000,EA,2018-05-17
0500000354,0000000010,RC-1053,,USD,4599.00,4024.13,574.87,I,,4.000,EA,2019-08-21
0500000459,0000000060,CC-1022,,USD,1200.00,1050.00,150.00,I,,4.000,EA,2020-02-21
0500000090,0000000040,MB-1033,,USD,3999.00,3499.13,499.87,I,,10.000,EA,2018-07-15
0500000338,0000000010,RC-1057,,USD,4999.00,4374.13,624.87,I,,5.000,EA,2019-08-03
0500000344,0000000060,BX-1012,,USD,399.00,349.12,49.88,I,,9.000,EA,2019-07-14
0500000183,0000000020,MB-1034,,USD,2499.00,2186.63,312.37,I,,10.000,EA,2018-11-06
0500000450,0000000050,DB-1083,,USD,1199.00,1049.13,149.87,I,,2.000,EA,2020-01-22
0500000269,0000000020,HB-1175,,USD,899.00,786.62,112.37,I,,10.000,EA,2019-04-02
0500000301,0000000050,DB-1082,,USD,1250.00,1093.75,156.25,I,,4.000,EA,2019-05-14
0500000410,0000000040,EB-1136,,USD,5000.00,4375.00,625.00,I,,5.000,EA,2019-11-07
0500000095,0000000030,RO-1003,,USD,721.00,630.87,90.12,I,,2.000,EA,2018-07-22
0500000236,0000000080,HB-1172,,USD,799.00,699.12,99.87,I,,8.000,EA,2019-02-01
0500000052,0000000010,BX-1011,,USD,249.00,217.87,31.12,I,,7.000,EA,2018-05-11
0500000430,0000000020,DB-1081,,USD,1499.00,1311.63,187.37,I,,5.000,EA,2019-12-21
0500000068,0000000010,EB-1134,,USD,4800.00,4200.00,600.00,I,,8.000,EA,2018-05-31
0500000401,0000000080,BX-1011,,USD,249.00,217.87,31.12,I,,4.000,EA,2019-10-21
0500000247,0000000100,RC-1052,,USD,3999.00,3499.13,499.87,I,,1.000,EA,2019-03-13
0500000034,0000000010,EB-1131,,USD,1500.00,1312.50,187.50,I,,3.000,EA,2018-04-27
0500000090,0000000050,EB-1133,,USD,2250.00,1968.75,281.25,I,,2.000,EA,2018-07-15
0500000194,0000000020,RC-1057,,USD,4999.00,4374.13,624.87,I,,7.000,EA,2018-12-19
0500000159,0000000010,EB-1132,,USD,1900.00,1662.50,237.50,I,,2.000,EA,2018-11-01
0500000190,0000000070,BX-1015,,USD,299.00,261.62,37.38,I,,1.000,EA,2018-12-14
0500000173,0000000040,EB-1134,,USD,4800.00,4200.00,600.00,I,,4.000,EA,2018-11-22
0500000111,0000000070,HB-1171,,USD,699.00,611.62,87.37,I,,5.000,EA,2018-08-21
0500000398,0000000070,MB-1031,,USD,649.00,567.87,81.12,I,,7.000,EA,2019-10-23
0500000315,0000000040,DB-1082,,USD,1250.00,1093.75,156.25,I,,8.000,EA,2999-12-12
0500000139,0000000040,BX-1013,,USD,449.00,392.87,56.13,I,,10.000,EA,2018-09-25
0500000244,0000000010,RC-1052,,USD,3999.00,3499.13,499.87,I,,7.000,EA,2019-02-17
0500000290,0000000020,MB-1034,,USD,2499.00,2186.63,312.37,I,,10.000,EA,2019-05-17
0500000091,0000000010,EB-1131,,USD,1500.00,1312.50,187.50,I,,4.000,EA,2018-07-16
0500000249,0000000010,EB-1131,,USD,1500.00,1312.50,187.50,I,,2.000,EA,2019-03-14
0500000041,0000000040,EB-1131,,USD,1500.00,1312.50,187.50,I,,5.000,EA,2018-05-05
0500000025,0000000060,RO-1003,,USD,721.00,630.87,90.12,I,,10.000,EA,2018-04-03
0500000063,0000000030,CB-1163,,USD,288.00,252.00,36.00,I,,1.000,EA,2018-06-15
0500000281,0000000010,MB-1032,,USD,1299.00,1136.63,162.37,I,,6.000,EA,2019-05-04
0500000163,0000000020,EB-1136,,USD,5000.00,4375.00,625.00,I,,4.000,EA,2018-10-18
0500000011,0000000020,EB-1137,,USD,7900.00,6912.50,987.50,I,,6.000,EA,2018-03-06
0500000284,0000000020,BX-1013,,USD,449.00,392.87,56.13,I,,2.000,EA,2019-05-03
0500000304,0000000090,CC-1023,,USD,1361.00,1190.88,170.12,I,,6.000,EA,2019-06-12
0500000209,0000000030,HB-1172,,USD,799.00,699.12,99.87,I,,7.000,EA,2019-01-09
0500000108,0000000050,RC-1055,,USD,1999.00,1749.13,249.87,I,,8.000,EA,2018-08-13
0500000171,0000000020,MB-1034,,USD,2499.00,2186.63,312.37,I,,1.000,EA,2018-10-21
0500000281,0000000020,BX-1013,,USD,449.00,392.87,56.13,I,,5.000,EA,2019-05-04
0500000014,0000000050,HB-1173,,USD,649.00,567.87,81.12,I,,6.000,EA,2018-04-02
0500000389,0000000040,RC-1055,,USD,1999.00,1749.13,249.87,I,,3.000,EA,2019-09-23
0500000362,0000000070,MB-1032,,USD,1299.00,1136.63,162.37,I,,5.000,EA,2019-09-04
0500000259,0000000020,HB-1176,,USD,1199.00,1049.13,149.87,I,,3.000,EA,2019-03-06
0500000059,0000000070,EB-1133,,USD,2250.00,1968.75,281.25,I,,1.000,EA,2018-05-22
0500000150,0000000040,CC-1022,,USD,1200.00,1050.00,150.00,I,,4.000,EA,2018-09-18
0500000197,0000000020,RC-1051,,USD,2499.00,2186.63,312.37,I,,9.000,EA,2018-12-07
0500000349,0000000010,HB-1176,,USD,1199.00,1049.13,149.87,I,,8.000,EA,2019-08-06
0500000236,0000000090,BX-1013,,USD,449.00,392.87,56.13,I,,6.000,EA,2019-02-01
0500000192,0000000080,HB-1174,,USD,379.00,331.62,47.38,I,,1.000,EA,2018-12-08
0500000198,0000000050,CC-1023,,USD,1361.00,1190.88,170.12,I,,1.000,EA,2018-12-20
0500000205,0000000020,HB-1174,,USD,379.00,331.62,47.38,I,,5.000,EA,2019-01-01
0500000447,0000000060,CC-1021,,USD,1144.00,1001.00,143.00,I,,10.000,EA,2020-01-20
0500000440,0000000010,DB-1082,,USD,1250.00,1093.75,156.25,I,,4.000,EA,2020-01-08
0500000005,0000000070,BX-1011,,USD,249.00,217.87,31.12,I,,8.000,EA,2018-02-19
0500000140,0000000010,CC-1022,,USD,1200.00,1050.00,150.00,I,,10.000,EA,2018-09-23
0500000241,0000000010,BX-1011,,USD,249.00,217.87,31.12,I,,8.000,EA,2019-01-30
0500000416,0000000050,RC-1057,,USD,4999.00,4374.13,624.87,I,,5.000,EA,2019-12-04
0500000028,0000000060,RC-1056,,USD,2499.00,2186.63,312.37,I,,1.000,EA,2018-03-27
0500000256,0000000020,EB-1131,,USD,1500.00,1312.50,187.50,I,,8.000,EA,2019-03-16
0500000393,0000000010,CB-1163,,USD,288.00,252.00,36.00,I,,3.000,EA,2019-10-20
0500000354,0000000020,RC-1055,,USD,1999.00,1749.13,249.87,I,,4.000,EA,2019-08-21
0500000383,0000000070,HB-1175,,USD,899.00,786.62,112.37,I,,3.000,EA,2019-09-16
